법정동,단지명,전용면적,거래금액(만원),건축년도,계약일,층,역이름,시기
문정동,올림픽훼밀리타운,136.325,84000,1988,2013-02-19,8,석촌역,개통 전
잠실동,리센츠,84.99,89500,2008,2013-02-17,7,석촌역,개통 전
가락동,삼환,84.974,54000,1984,2013-02-19,7,석촌역,개통 전
방이동,올림픽선수기자촌1단지,83.06,65500,1988,2013-02-22,23,석촌역,개통 전
가락동,시영1,45.12,54300,1980,2013-02-18,3,석촌역,개통 전
잠실동,잠실엘스,59.96,65000,2008,2013-02-21,8,석촌역,개통 전
가락동,시영1,45.12,54500,1980,2013-02-20,5,석촌역,개통 전
가락동,가락금호아파트,85.0,51000,1997,2013-02-23,19,석촌역,개통 전
송파동,송파삼성래미안아파트,126.4,84500,2001,2013-02-28,19,석촌역,개통 전
방이동,올림픽선수기자촌2단지,83.06,70000,1988,2013-02-16,17,석촌역,개통 전
잠실동,주공아파트 5단지,76.5,89000,1978,2013-02-24,14,석촌역,개통 전
신천동,미성,55.62,56500,1980,2013-02-23,7,석촌역,개통 전
방이동,올림픽선수기자촌1단지,83.06,68000,1988,2013-02-04,13,석촌역,개통 전
장지동,송파파인타운12단지,84.9,59000,2011,2013-02-21,10,석촌역,개통 전
신천동,파크리오,59.86,66500,2008,2013-02-20,24,석촌역,개통 전
가락동,시영1,51.4,59000,1980,2013-02-12,3,석촌역,개통 전
잠실동,리센츠,124.22,127000,2008,2013-02-26,10,석촌역,개통 전
잠실동,우성아파트,131.08,89000,1981,2013-02-15,1,석촌역,개통 전
송파동,송파삼성래미안아파트,105.99,72000,2001,2013-02-20,4,석촌역,개통 전
잠실동,레이크팰리스,84.82,75500,2006,2013-02-23,1,석촌역,개통 전
가락동,시영2,49.26,68000,1982,2013-02-28,1,석촌역,개통 전
잠실동,리센츠,84.99,89300,2008,2013-02-26,14,석촌역,개통 전
신천동,진주,81.88,72500,1980,2013-02-07,9,석촌역,개통 전
가락동,시영1,51.4,59800,1980,2013-02-15,4,석촌역,개통 전
가락동,시영2,50.12,67700,1982,2013-02-20,5,석촌역,개통 전
신천동,파크리오,84.9,77900,2008,2013-02-24,21,석촌역,개통 전
잠실동,리센츠,98.55,105000,2008,2013-02-16,10,석촌역,개통 전
잠실동,잠실엘스,84.8,84500,2008,2013-02-28,12,석촌역,개통 전
잠실동,잠실엘스,84.8,79300,2008,2013-02-25,2,석촌역,개통 전
신천동,파크리오,59.95,60500,2008,2013-02-18,3,석촌역,개통 전
신천동,진주,71.34,62500,1980,2013-02-23,4,석촌역,개통 전
신천동,진주,81.88,74600,1980,2013-02-23,8,석촌역,개통 전
신천동,파크리오,84.97,86000,2008,2013-02-26,7,석촌역,개통 전
신천동,진주,59.47,57000,1980,2013-02-25,5,석촌역,개통 전
잠실동,잠실엘스,84.97,86000,2008,2013-02-16,14,석촌역,개통 전
신천동,한신잠실코아,50.76,37000,1988,2013-02-27,8,석촌역,개통 전
잠실동,주공아파트 5단지,82.61,101000,1978,2013-02-24,10,석촌역,개통 전
방이동,올림픽선수기자촌2단지,83.06,73000,1988,2013-02-06,21,석촌역,개통 전
잠실동,주공아파트 5단지,76.5,92000,1978,2013-02-27,12,석촌역,개통 전
장지동,송파파인타운13단지,84.92,60500,2011,2013-02-28,14,석촌역,개통 전
송파동,송파삼성래미안아파트,105.99,71000,2001,2013-02-20,16,석촌역,개통 전
풍납동,현대1,83.02,51000,1995,2013-02-14,11,석촌역,개통 전
송파동,송파삼성래미안아파트,87.98,62900,2001,2013-02-19,13,석촌역,개통 전
송파동,송파삼성래미안아파트,79.7,61000,2001,2013-02-23,17,석촌역,개통 전
잠실동,주공아파트 5단지,76.5,90000,1978,2013-02-20,3,석촌역,개통 전
신천동,파크리오,84.79,77500,2008,2013-02-25,21,석촌역,개통 전
가락동,가락금호아파트,59.91,42300,1997,2013-02-26,14,석촌역,개통 전
송파동,송파삼성래미안아파트,126.4,80800,2001,2013-02-23,21,석촌역,개통 전
송파동,송파삼성래미안아파트,105.99,71000,2001,2013-02-18,17,석촌역,개통 전
거여동,거여1단지,58.99,33000,1997,2013-02-23,11,석촌역,개통 전
방이동,코오롱아파트,84.95,51900,1991,2013-02-20,8,석촌역,개통 전
신천동,파크리오,84.9,76000,2008,2013-02-07,9,석촌역,개통 전
가락동,가락(1차)쌍용아파트,59.92,38000,1997,2013-02-15,2,석촌역,개통 전
신천동,파크리오,35.24,38500,2008,2013-02-28,10,석촌역,개통 전
잠실동,잠실엘스,59.96,71900,2008,2013-02-26,13,석촌역,개통 전
잠실동,레이크팰리스,84.82,73750,2006,2013-02-06,1,석촌역,개통 전
가락동,시영1,40.09,50000,1980,2013-02-25,3,석촌역,개통 전
가락동,가락(1차)쌍용아파트,84.69,46050,1997,2013-02-01,1,석촌역,개통 전
잠실동,리센츠,84.99,88600,2008,2013-02-22,16,석촌역,개통 전
문정동,올림픽훼밀리타운,136.325,90000,1988,2013-02-26,13,석촌역,개통 전
풍납동,현대리버빌1지구,84.95,52000,1999,2013-02-27,5,석촌역,개통 전
신천동,진주,81.88,72500,1980,2013-02-20,5,석촌역,개통 전
가락동,시영1,51.4,60200,1980,2013-02-28,1,석촌역,개통 전
잠실동,잠실엘스,84.8,89500,2008,2013-02-19,13,석촌역,개통 전
풍납동,신동아파밀리에,84.63,35500,1993,2013-02-01,9,석촌역,개통 전
신천동,장미2,82.45,64000,1979,2013-02-08,12,석촌역,개통 전
문정동,문정시영,46.26,28000,1989,2013-02-22,10,석촌역,개통 전
문정동,문정시영,39.69,21700,1989,2013-02-20,2,석촌역,개통 전
잠실동,주공아파트 5단지,76.5,89000,1978,2013-02-19,5,석촌역,개통 전
석촌동,밀란체1,68.36,37000,2007,2013-02-19,3,석촌역,개통 전
가락동,시영1,51.4,59700,1980,2013-02-19,2,석촌역,개통 전
장지동,송파파인타운6단지,84.98,52750,2008,2013-02-21,10,석촌역,개통 전
잠실동,주공아파트 5단지,82.61,100500,1978,2013-02-27,15,석촌역,개통 전
신천동,미성,46.54,46200,1980,2013-02-28,10,석촌역,개통 전
잠실동,리센츠,124.22,142000,2008,2013-02-28,21,석촌역,개통 전
잠실동,잠실엘스,84.88,78000,2008,2013-02-08,2,석촌역,개통 전
신천동,파크리오,59.95,61500,2008,2013-02-22,17,석촌역,개통 전
풍납동,우성,84.93,49000,1984,2013-02-05,7,석촌역,개통 전
잠실동,레이크팰리스,59.97,65800,2006,2013-02-05,13,석촌역,개통 전
풍납동,한강극동,84.76,44250,1995,2013-02-27,3,석촌역,개통 전
잠실동,주공아파트 5단지,82.61,100500,1978,2013-02-15,3,석촌역,개통 전
문정동,올림픽훼밀리타운,84.751,64500,1988,2013-02-21,10,석촌역,개통 전
잠실동,잠실엘스,84.8,90000,2008,2013-02-22,9,석촌역,개통 전
잠실동,우성아파트,96.65,75000,1981,2013-02-21,8,석촌역,개통 전
풍납동,삼용,48.12,30000,1987,2013-02-18,4,석촌역,개통 전
신천동,장미2,71.2,59800,1979,2013-02-25,8,석촌역,개통 전
가락동,시영1,45.12,55250,1980,2013-02-27,2,석촌역,개통 전
잠실동,주공아파트 5단지,76.5,89000,1978,2013-02-27,1,석촌역,개통 전
방이동,올림픽선수기자촌2단지,126.18,96000,1988,2013-02-25,13,석촌역,개통 전
신천동,장미2,82.45,67750,1979,2013-02-27,2,석촌역,개통 전
잠실동,트리지움,84.83,82000,2007,2013-02-25,29,석촌역,개통 전
가락동,가락(1차)쌍용아파트,59.92,45000,1997,2013-02-23,22,석촌역,개통 전
문정동,건영1,84.81,47900,1996,2013-02-04,12,석촌역,개통 전
가락동,시영2,44.6,54000,1982,2013-02-25,2,석촌역,개통 전
마천동,우방아파트,79.07,38400,2002,2013-02-22,16,석촌역,개통 전
신천동,파크리오,59.95,63000,2008,2013-02-25,9,석촌역,개통 전
문정동,문정래미안,150.58,80000,2004,2013-02-16,2,석촌역,개통 전
잠실동,현대,84.68,55000,1990,2013-02-23,10,석촌역,개통 전
잠실동,트리지움,84.83,82000,2007,2013-02-27,25,석촌역,개통 전
잠실동,잠실엘스,59.96,66000,2008,2013-02-24,7,석촌역,개통 전
방이동,올림픽선수기자촌3단지,83.06,72500,1988,2013-02-16,22,석촌역,개통 전
송파동,한양아파트,64.26,44200,1983,2013-02-27,7,석촌역,개통 전
방이동,올림픽선수기자촌2단지,83.06,70000,1988,2013-02-27,7,석촌역,개통 전
가락동,시영2,29.09,42000,1982,2013-02-28,4,석촌역,개통 전
가락동,시영1,40.09,49700,1980,2013-02-23,5,석촌역,개통 전
신천동,파크리오,144.77,119000,2008,2013-02-20,6,석촌역,개통 전
방이동,올림픽선수기자촌2단지,100.31,75000,1988,2013-02-07,12,석촌역,개통 전
잠실동,리센츠,84.99,90000,2008,2013-02-15,14,석촌역,개통 전
송파동,2차한양아파트,146.96,74000,1984,2013-02-16,7,석촌역,개통 전
가락동,시영2,44.6,55000,1982,2013-02-27,3,석촌역,개통 전
거여동,금호어울림,84.98,45000,2003,2013-02-26,5,석촌역,개통 전
송파동,래미안송파파인탑,64.66,56000,2012,2013-02-16,27,석촌역,개통 전
잠실동,잠실엘스,119.93,124000,2008,2013-02-22,12,석촌역,개통 전
잠실동,우성4차,115.83,70000,1983,2013-02-12,5,석촌역,개통 전
풍납동,송파현대힐스테이트,84.99,52250,2006,2013-02-22,8,석촌역,개통 전
가락동,시영2,51.17,67000,1982,2013-02-20,3,석촌역,개통 전
가락동,시영2,29.09,41000,1982,2013-02-13,2,석촌역,개통 전
신천동,파크리오,59.95,63850,2008,2013-02-23,11,석촌역,개통 전
풍납동,송파현대힐스테이트,59.98,41350,2006,2013-02-14,5,석촌역,개통 전
방이동,올림픽선수기자촌2단지,135.99,106000,1988,2013-02-18,3,석촌역,개통 전
방이동,올림픽선수기자촌2단지,83.06,72500,1988,2013-02-23,15,석촌역,개통 전
거여동,현대1차,74.83,35900,1992,2013-02-24,10,석촌역,개통 전
신천동,파크리오,84.79,78000,2008,2013-02-16,22,석촌역,개통 전
방이동,올림픽선수기자촌2단지,100.31,80750,1988,2013-02-23,12,석촌역,개통 전
방이동,올림픽선수기자촌1단지,83.06,65300,1988,2013-02-23,7,석촌역,개통 전
방이동,올림픽선수기자촌1단지,121.23,101000,1988,2013-02-07,3,석촌역,개통 전
가락동,가락금호아파트,85.0,49400,1997,2013-02-08,1,석촌역,개통 전
문정동,올림픽훼밀리타운,84.705,62000,1988,2013-02-14,7,석촌역,개통 전
잠실동,레이크팰리스,84.82,93000,2006,2013-02-14,14,석촌역,개통 전
가락동,가락쌍용(2차),59.88,41250,1999,2013-02-23,9,석촌역,개통 전
잠실동,리센츠,84.99,90000,2008,2013-02-20,17,석촌역,개통 전
신천동,파크리오,144.77,137000,2008,2013-02-26,13,석촌역,개통 전
잠실동,레이크팰리스,59.97,68000,2006,2013-02-28,17,석촌역,개통 전
잠실동,주공아파트 5단지,76.5,88800,1978,2013-02-23,1,석촌역,개통 전
방이동,올림픽선수기자촌2단지,163.44,126000,1988,2013-02-13,5,석촌역,개통 전
신천동,파크리오,84.9,75500,2008,2013-02-20,21,석촌역,개통 전
가락동,가락미륭아파트,83.58,47100,1986,2013-02-20,5,석촌역,개통 전
잠실동,잠실엘스,59.96,68000,2008,2013-02-18,21,석촌역,개통 전
풍납동,현대1,71.17,39950,1995,2013-02-19,1,석촌역,개통 전
가락동,가락(1차)쌍용아파트,59.92,41600,1997,2013-02-22,10,석촌역,개통 전
신천동,한신잠실코아,52.51,40000,1988,2013-02-20,8,석촌역,개통 전
가락동,시영2,44.99,53900,1982,2013-02-25,2,석촌역,개통 전
오금동,아키스,61.45,24000,2003,2013-02-21,6,석촌역,개통 전
잠실동,트리지움,84.83,86800,2007,2013-02-27,15,석촌역,개통 전
잠실동,리센츠,27.68,36000,2008,2013-02-21,8,석촌역,개통 전
잠실동,주공아파트 5단지,82.61,103000,1978,2013-02-08,9,석촌역,개통 전
가락동,시영1,45.12,55500,1980,2013-02-28,4,석촌역,개통 전
신천동,장미2,82.45,66500,1979,2013-02-18,6,석촌역,개통 전
방이동,올림픽선수기자촌2단지,83.06,72700,1988,2013-02-14,3,석촌역,개통 전
장지동,송파파인타운6단지,84.93,50000,2008,2013-02-27,12,석촌역,개통 전
장지동,송파파인타운6단지,84.94,58000,2008,2013-02-23,14,석촌역,개통 전
신천동,장미2,71.2,51500,1979,2013-02-02,1,석촌역,개통 전
방이동,올림픽선수기자촌2단지,83.06,68700,1988,2013-02-05,19,석촌역,개통 전
신천동,파크리오,84.79,83500,2008,2013-02-21,25,석촌역,개통 전
문정동,올림픽훼밀리타운,136.325,87000,1988,2013-02-28,9,석촌역,개통 전
가락동,우성,43.79,29300,1986,2013-02-21,3,석촌역,개통 전
문정동,올림픽훼밀리타운,117.585,76000,1988,2013-02-28,11,석촌역,개통 전
가락동,시영1,45.12,54200,1980,2013-02-19,1,석촌역,개통 전
가락동,시영1,51.4,60000,1980,2013-02-26,1,석촌역,개통 전
신천동,파크리오,144.77,118000,2008,2013-02-24,6,석촌역,개통 전
방이동,올림픽선수기자촌2단지,72.01,60000,1988,2013-02-16,1,석촌역,개통 전
문정동,올림픽훼밀리타운,136.325,76200,1988,2013-02-27,1,석촌역,개통 전
가락동,시영1,40.09,49000,1980,2013-02-19,4,석촌역,개통 전
가락동,시영2,39.64,54600,1982,2013-02-23,5,석촌역,개통 전
잠실동,주공아파트 5단지,76.5,89000,1978,2013-02-15,13,석촌역,개통 전
신천동,장미1,71.2,55500,1979,2013-02-23,7,석촌역,개통 전
장지동,송파파인타운9단지,59.93,43000,2007,2013-02-19,7,석촌역,개통 전
거여동,거여4단지,49.8,27900,1997,2013-02-03,9,석촌역,개통 전
가락동,우성,43.79,32000,1986,2013-02-27,7,석촌역,개통 전
거여동,현대1차,84.91,38500,1992,2013-02-16,2,석촌역,개통 전
신천동,장미1,71.2,51000,1979,2013-02-23,8,석촌역,개통 전
가락동,시영1,45.12,53600,1980,2013-02-20,5,석촌역,개통 전
신천동,더샵스타리버,171.53,103500,2006,2013-02-01,34,석촌역,개통 전
문정동,문정시영,46.26,27000,1989,2013-02-28,8,석촌역,개통 전
신천동,롯데캐슬골드,187.65,146000,2005,2013-02-08,15,석촌역,개통 전
가락동,시영2,56.17,80700,1982,2013-02-16,2,석촌역,개통 전
가락동,가락미륭아파트,64.26,39500,1986,2013-02-18,13,석촌역,개통 전
신천동,파크리오,59.95,66000,2008,2013-02-21,9,석촌역,개통 전
신천동,파크리오,84.79,75000,2008,2013-02-15,2,석촌역,개통 전
장지동,송파파인타운6단지,84.9,50000,2008,2013-02-16,19,석촌역,개통 전
신천동,진주,81.88,74000,1980,2013-02-27,9,석촌역,개통 전
장지동,송파파인타운13단지,84.9,55000,2011,2013-02-23,12,석촌역,개통 전
문정동,올림픽훼밀리타운,117.585,74800,1988,2013-02-18,5,석촌역,개통 전
신천동,장미2,82.45,66000,1979,2013-02-08,11,석촌역,개통 전
잠실동,레이크팰리스,59.97,65500,2006,2013-02-16,6,석촌역,개통 전
잠실동,트리지움,84.95,84500,2007,2013-02-18,21,석촌역,개통 전
신천동,파크리오,84.9,72000,2008,2013-02-27,32,석촌역,개통 전
잠실동,레이크팰리스,84.82,90000,2006,2013-02-16,13,석촌역,개통 전
방이동,올림픽선수기자촌1단지,121.23,98500,1988,2013-02-20,4,석촌역,개통 전
잠실동,주공아파트 5단지,76.5,89000,1978,2013-02-27,13,석촌역,개통 전
가락동,가락금호아파트,59.91,41800,1997,2013-02-02,7,석촌역,개통 전
잠실동,주공아파트 5단지,81.75,93000,1978,2013-02-23,7,석촌역,개통 전
장지동,송파파인타운9단지,59.95,45500,2007,2013-02-26,13,석촌역,개통 전
잠실동,우성아파트,82.06,56000,1981,2013-02-07,4,석촌역,개통 전
장지동,송파파인타운6단지,84.93,48500,2008,2013-02-20,14,석촌역,개통 전
문정동,올림픽훼밀리타운,136.325,79500,1988,2013-02-15,1,석촌역,개통 전
신천동,파크리오,59.86,58000,2008,2013-02-14,1,석촌역,개통 전
가락동,래미안파크팰리스,84.936,65000,2007,2013-02-19,5,석촌역,개통 전
가락동,래미안파크팰리스,84.885,69000,2007,2013-02-19,20,석촌역,개통 전
가락동,가락(1차)쌍용아파트,59.92,40000,1997,2013-02-02,23,석촌역,개통 전
마천동,송파자연채,65.56,35000,2008,2013-02-08,7,석촌역,개통 전
가락동,래미안파크팰리스,84.885,68000,2007,2013-02-05,12,석촌역,개통 전
잠실동,트리지움,84.97,81500,2007,2013-02-25,25,석촌역,개통 전
잠실동,트리지움,84.97,76500,2007,2013-02-12,3,석촌역,개통 전
잠실동,리센츠,84.99,85250,2008,2013-02-15,23,석촌역,개통 전
신천동,파크리오,84.79,77000,2008,2013-02-01,7,석촌역,개통 전
장지동,송파파인타운10단지,59.96,44800,2007,2013-02-01,6,석촌역,개통 전
풍납동,신동아파밀리에,84.63,35700,1993,2013-02-20,11,석촌역,개통 전
잠실동,잠실엘스,59.96,65700,2008,2013-02-18,4,석촌역,개통 전
문정동,현대,84.03,40000,1991,2013-02-28,8,석촌역,개통 전
잠실동,갤러리아팰리스,122.989,115800,2005,2013-02-01,16,석촌역,개통 전
풍납동,한강극동,84.76,46000,1995,2013-02-19,8,석촌역,개통 전
거여동,현대1차,74.83,35400,1992,2013-02-16,2,석촌역,개통 전
장지동,송파파인타운2단지,84.95,50500,2008,2013-02-04,6,석촌역,개통 전
장지동,송파파인타운10단지,59.96,44800,2007,2013-02-20,18,석촌역,개통 전
가락동,래미안파크팰리스,84.936,69500,2007,2013-02-19,19,석촌역,개통 전
풍납동,현대리버빌2지구,84.97,48600,1999,2013-02-21,15,석촌역,개통 전
거여동,거여4단지,39.6,21500,1997,2013-02-25,8,석촌역,개통 전
신천동,장미3,134.16,89800,1984,2013-02-14,11,석촌역,개통 전
잠실동,리센츠,84.99,89700,2008,2013-02-08,27,석촌역,개통 전
문정동,세양청마루,59.91,37500,2004,2013-02-19,10,석촌역,개통 전
신천동,파크리오,144.77,119400,2008,2013-02-28,16,석촌역,개통 전
신천동,파크리오,84.9,74000,2008,2013-02-14,8,석촌역,개통 전
잠실동,리센츠,84.99,93000,2008,2013-02-06,24,석촌역,개통 전
풍납동,현대1,71.17,44700,1995,2013-02-25,5,석촌역,개통 전
가락동,시영1,51.4,60000,1980,2013-02-21,3,석촌역,개통 전
잠실동,리센츠,84.99,90000,2008,2013-02-19,20,석촌역,개통 전
장지동,송파파인타운8단지,59.97,46500,2008,2013-02-15,17,석촌역,개통 전
가락동,시영2,51.17,65800,1982,2013-02-07,5,석촌역,개통 전
거여동,거여4단지,39.6,21100,1997,2013-02-22,5,석촌역,개통 전
잠실동,트리지움,59.88,70000,2007,2013-02-25,18,석촌역,개통 전
석촌동,예명,84.27,37000,2001,2013-02-02,2,석촌역,개통 전
신천동,파크리오,84.9,80000,2008,2013-02-14,22,석촌역,개통 전
가락동,시영1,51.4,60500,1980,2013-02-26,4,석촌역,개통 전
방이동,올림픽베어스타운1,59.37,38650,1996,2013-02-02,4,석촌역,개통 전
가락동,우성,43.79,29700,1986,2013-02-20,3,석촌역,개통 전
