                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     96,                 0.2774,                0.28362,                0.91947,                0.96378,                0.94009,                0.98095,                  0.817,                0.32074,                0.61874,                0.63756,             0.00052792,             0.00052792,             0.00052792
                     97,                 0.2696,                  0.272,                0.90896,                 0.9556,                0.98642,                0.98554,                0.83658,                0.31065,                0.65088,                0.62488,             0.00052538,             0.00052538,             0.00052538
                     98,                 0.2751,                0.27637,                0.91585,                0.92944,                0.95288,                0.97799,                0.82785,                0.30799,                  0.645,                0.62222,             0.00052284,             0.00052284,             0.00052284
                     99,                0.27181,                0.26838,                   0.92,                0.92875,                0.95033,                0.98523,                0.82109,                0.33939,                0.71496,                0.64428,             0.00052031,             0.00052031,             0.00052031
                    100,                0.28087,                0.27744,                0.92755,                0.91891,                0.97996,                0.98652,                0.82894,                0.31076,                0.66154,                0.61853,             0.00051777,             0.00051777,             0.00051777
                    101,                0.28965,                0.27989,                 0.9217,                0.92508,                0.97414,                0.98467,                0.83249,                0.30019,                0.60088,                0.61829,             0.00051523,             0.00051523,             0.00051523
                    102,                  0.285,                0.28414,                0.92272,                0.96702,                0.96073,                0.98316,                0.80231,                0.31878,                0.56454,                0.63969,             0.00051269,             0.00051269,             0.00051269
                    103,                0.27374,                0.26929,                0.91888,                0.95115,                0.94892,                0.96697,                0.79528,                0.29639,                0.61497,                0.63507,             0.00051015,             0.00051015,             0.00051015
                    104,                0.28371,                0.27569,                0.91414,                0.94859,                0.95013,                0.98042,                0.79517,                0.30769,                0.66529,                0.61133,             0.00050762,             0.00050762,             0.00050762
                    105,                0.26899,                 0.2531,                0.91183,                 0.9448,                 0.9744,                0.97987,                0.79103,                0.33094,                0.71759,                0.62204,             0.00050508,             0.00050508,             0.00050508
                    106,                0.26822,                0.26778,                0.91209,                0.96256,                0.96356,                0.98231,                0.83995,                0.30859,                 0.6543,                0.61453,             0.00050254,             0.00050254,             0.00050254
                    107,                0.25778,                0.25368,                0.90376,                0.97264,                0.96833,                0.98774,                0.84072,                0.33022,                0.60616,                  0.631,                 0.0005,                 0.0005,                 0.0005
                    108,                0.27649,                0.26607,                0.91937,                0.96779,                0.97623,                0.98986,                0.82466,                0.29293,                0.59143,                0.61451,             0.00049747,             0.00049747,             0.00049747
                    109,                0.26956,                0.26637,                0.91194,                0.95405,                0.96878,                0.98976,                0.82848,                0.28899,                0.59069,                0.61449,             0.00049493,             0.00049493,             0.00049493
                    110,                0.27107,                0.27184,                0.92201,                0.94154,                0.97541,                0.98161,                0.81166,                0.31961,                0.64245,                0.63426,             0.00049239,             0.00049239,             0.00049239
                    111,                0.27415,                0.26789,                0.91385,                0.89358,                0.96086,                0.96509,                0.80825,                0.35201,                0.77583,                0.64378,             0.00048985,             0.00048985,             0.00048985
